时间,摄像头编号,追踪ID,类别名称,置信度,坐标X,坐标Y,框宽W,框高H,帧率,目标总数
2026-08-14 15:21:30,0,1,person,0.952,0,21,640,459,12.1,1
2026-08-14 15:21:30,0,1,person,0.956,0,21,640,459,12.0,1
2026-08-14 15:21:30,0,1,person,0.956,0,23,640,457,12.0,1
2026-08-14 15:21:30,0,1,person,0.956,0,24,640,456,11.9,1
2026-08-14 15:21:30,0,1,person,0.947,0,24,640,456,11.9,1
2026-08-14 15:21:30,0,1,person,0.956,0,26,640,454,11.8,1
2026-08-14 15:21:30,0,1,person,0.955,0,25,640,455,11.8,1
2026-08-14 15:21:31,0,1,person,0.954,0,25,640,455,11.9,1
2026-08-14 15:21:31,0,1,person,0.956,0,25,640,455,11.9,1
2026-08-14 15:21:31,0,1,person,0.954,0,23,640,457,11.9,1
2026-08-14 15:21:31,0,1,person,0.956,0,25,640,455,11.9,1
2026-08-14 15:21:31,0,1,person,0.952,0,25,640,455,12.0,1
2026-08-14 15:21:31,0,1,person,0.950,0,24,639,456,12.0,1
2026-08-14 15:21:31,0,1,person,0.955,0,25,640,455,12.0,1
2026-08-14 15:21:31,0,1,person,0.953,0,25,640,455,12.0,1
2026-08-14 15:21:31,0,1,person,0.954,0,25,640,455,12.0,1
2026-08-14 15:21:31,0,1,person,0.952,0,25,640,455,12.0,1
2026-08-14 15:21:31,0,1,person,0.946,0,25,640,455,12.0,1
2026-08-14 15:21:31,0,1,person,0.956,0,25,640,455,12.0,1
2026-08-14 15:21:32,0,1,person,0.952,0,26,640,454,12.0,1
2026-08-14 15:21:32,0,1,person,0.955,0,26,640,454,12.0,1
2026-08-14 15:21:32,0,1,person,0.951,0,25,639,455,12.0,1
2026-08-14 15:21:32,0,1,person,0.955,0,23,640,457,12.0,1
2026-08-14 15:21:32,0,1,person,0.957,0,24,640,456,12.0,1
2026-08-14 15:21:32,0,1,person,0.952,0,20,640,460,12.0,1
2026-08-14 15:21:32,0,1,person,0.947,0,20,640,460,12.0,1
2026-08-14 15:21:32,0,1,person,0.858,1,19,614,461,12.0,1
2026-08-14 15:21:32,0,1,person,0.892,2,18,635,462,12.0,1
2026-08-14 15:21:32,0,1,person,0.895,0,5,638,475,12.0,1
2026-08-14 15:21:32,0,1,person,0.696,0,11,638,469,12.0,1
2026-08-14 15:21:32,0,1,person,0.802,1,38,638,442,12.0,1
2026-08-14 15:21:33,0,1,person,0.691,0,76,640,404,12.0,2
2026-08-14 15:21:33,0,6,toothbrush,0.739,78,0,466,194,12.0,2
2026-08-14 15:21:33,0,1,person,0.863,0,57,639,423,12.0,1
2026-08-14 15:21:33,0,6,toothbrush,0.739,78,0,466,194,12.0,1
2026-08-14 15:21:33,0,1,person,0.856,0,99,639,381,12.0,1
2026-08-14 15:21:33,0,6,toothbrush,0.739,78,0,466,194,12.0,1
2026-08-14 15:21:33,0,1,person,0.899,0,23,640,457,11.9,1
2026-08-14 15:21:33,0,6,toothbrush,0.739,78,0,466,194,11.9,1
2026-08-14 15:21:33,0,1,person,0.911,0,15,640,465,11.9,1
2026-08-14 15:21:33,0,6,toothbrush,0.739,78,0,466,194,11.9,1
2026-08-14 15:21:33,0,1,person,0.927,0,19,639,461,11.9,2
2026-08-14 15:21:33,0,6,toothbrush,0.739,78,0,466,194,11.9,2
2026-08-14 15:21:33,0,7,cell phone,0.553,389,121,231,73,11.9,2
2026-08-14 15:21:33,0,1,person,0.677,0,51,639,429,11.8,1
2026-08-14 15:21:33,0,6,toothbrush,0.739,78,0,466,194,11.8,1
2026-08-14 15:21:33,0,7,cell phone,0.553,389,121,231,73,11.8,1
2026-08-14 15:21:33,0,1,person,0.619,0,19,640,461,11.8,1
2026-08-14 15:21:33,0,6,toothbrush,0.739,78,0,466,194,11.8,1
2026-08-14 15:21:33,0,7,cell phone,0.553,389,121,231,73,11.8,1
2026-08-14 15:21:33,0,1,person,0.930,0,16,640,464,11.8,1
2026-08-14 15:21:33,0,6,toothbrush,0.739,78,0,466,194,11.8,1
2026-08-14 15:21:33,0,7,cell phone,0.553,389,121,231,73,11.8,1
2026-08-14 15:21:33,0,1,person,0.934,0,18,640,462,11.7,1
2026-08-14 15:21:33,0,6,toothbrush,0.739,78,0,466,194,11.7,1
2026-08-14 15:21:33,0,7,cell phone,0.553,389,121,231,73,11.7,1
2026-08-14 15:21:33,0,1,person,0.912,0,20,640,460,11.7,1
2026-08-14 15:21:33,0,7,cell phone,0.553,389,121,231,73,11.7,1
2026-08-14 15:21:34,0,1,person,0.925,0,17,640,463,11.7,1
2026-08-14 15:21:34,0,7,cell phone,0.553,389,121,231,73,11.7,1
2026-08-14 15:21:34,0,1,person,0.886,0,13,640,467,11.7,1
2026-08-14 15:21:34,0,7,cell phone,0.553,389,121,231,73,11.7,1
2026-08-14 15:21:34,0,1,person,0.894,0,12,640,468,11.6,1
2026-08-14 15:21:34,0,7,cell phone,0.553,389,121,231,73,11.6,1
2026-08-14 15:21:34,0,1,person,0.923,0,15,640,465,11.7,2
2026-08-14 15:21:34,0,7,cell phone,0.613,381,128,236,73,11.7,2
2026-08-14 15:21:34,0,1,person,0.926,0,14,640,466,11.7,2
2026-08-14 15:21:34,0,7,cell phone,0.720,381,126,237,74,11.7,2
2026-08-14 15:21:34,0,1,person,0.908,0,17,640,463,11.6,1
2026-08-14 15:21:34,0,7,cell phone,0.720,381,126,237,74,11.6,1
2026-08-14 15:21:34,0,1,person,0.877,0,17,640,463,11.6,1
2026-08-14 15:21:34,0,7,cell phone,0.720,381,126,237,74,11.6,1
2026-08-14 15:21:34,0,1,person,0.854,0,2,640,478,11.6,1
2026-08-14 15:21:34,0,7,cell phone,0.720,381,126,237,74,11.6,1
2026-08-14 15:21:34,0,1,person,0.820,0,36,640,444,11.6,1
2026-08-14 15:21:34,0,7,cell phone,0.720,381,126,237,74,11.6,1
2026-08-14 15:21:34,0,1,person,0.905,0,19,640,461,11.6,1
2026-08-14 15:21:34,0,7,cell phone,0.720,381,126,237,74,11.6,1
2026-08-14 15:21:34,0,1,person,0.872,0,5,640,475,11.6,1
2026-08-14 15:21:34,0,7,cell phone,0.720,381,126,237,74,11.6,1
2026-08-14 15:21:35,0,1,person,0.847,0,60,640,420,11.5,1
2026-08-14 15:21:35,0,7,cell phone,0.720,381,126,237,74,11.5,1
2026-08-14 15:21:35,0,1,person,0.844,0,64,640,416,11.5,1
2026-08-14 15:21:35,0,7,cell phone,0.720,381,126,237,74,11.5,1
2026-08-14 15:21:35,0,1,person,0.865,0,57,640,423,11.4,1
2026-08-14 15:21:35,0,7,cell phone,0.720,381,126,237,74,11.4,1
2026-08-14 15:21:35,0,1,person,0.850,0,61,640,419,11.4,1
2026-08-14 15:21:35,0,1,person,0.831,0,61,639,419,11.4,1
2026-08-14 15:21:35,0,1,person,0.837,0,57,640,423,11.4,1
2026-08-14 15:21:35,0,1,person,0.759,0,128,640,351,11.3,1
2026-08-14 15:21:35,0,1,person,0.733,0,122,640,357,11.3,1
2026-08-14 15:21:35,0,1,person,0.750,0,130,639,349,11.3,1
2026-08-14 15:21:35,0,1,person,0.719,0,113,640,366,11.3,2
2026-08-14 15:21:35,0,8,person,0.656,0,35,640,445,11.3,2
2026-08-14 15:21:35,0,1,person,0.741,0,125,640,354,11.3,1
2026-08-14 15:21:35,0,8,person,0.656,0,35,640,445,11.3,1
2026-08-14 15:21:35,0,1,person,0.722,0,114,640,365,11.3,1
2026-08-14 15:21:35,0,8,person,0.656,0,35,640,445,11.3,1
2026-08-14 15:21:36,0,1,person,0.719,0,12,640,468,11.3,2
2026-08-14 15:21:36,0,8,person,0.656,0,35,640,445,11.3,2
2026-08-14 15:21:36,0,9,cell phone,0.575,374,121,247,81,11.3,2
2026-08-14 15:21:36,0,1,person,0.571,0,13,640,467,11.3,4
2026-08-14 15:21:36,0,8,person,0.763,0,67,638,413,11.3,4
2026-08-14 15:21:36,0,9,cell phone,0.512,374,122,246,81,11.3,4
2026-08-14 15:21:36,0,10,person,0.730,0,113,640,366,11.3,4
2026-08-14 15:21:36,0,1,person,0.782,0,118,639,361,11.3,1
2026-08-14 15:21:36,0,8,person,0.763,0,67,638,413,11.3,1
2026-08-14 15:21:36,0,9,cell phone,0.512,374,122,246,81,11.3,1
2026-08-14 15:21:36,0,10,person,0.730,0,113,640,366,11.3,1
2026-08-14 15:21:36,0,1,person,0.662,0,29,640,451,11.3,2
2026-08-14 15:21:36,0,8,person,0.815,0,18,638,462,11.3,2
2026-08-14 15:21:36,0,9,cell phone,0.512,374,122,246,81,11.3,2
2026-08-14 15:21:36,0,10,person,0.730,0,113,640,366,11.3,2
2026-08-14 15:21:36,0,1,person,0.843,0,19,640,461,11.3,1
2026-08-14 15:21:36,0,8,person,0.815,0,18,638,462,11.3,1
2026-08-14 15:21:36,0,9,cell phone,0.512,374,122,246,81,11.3,1
2026-08-14 15:21:36,0,10,person,0.730,0,113,640,366,11.3,1
2026-08-14 15:21:36,0,1,person,0.743,0,11,640,469,11.3,3
2026-08-14 15:21:36,0,8,person,0.617,0,115,637,365,11.3,3
2026-08-14 15:21:36,0,9,cell phone,0.548,372,123,246,79,11.3,3
2026-08-14 15:21:36,0,10,person,0.730,0,113,640,366,11.3,3
2026-08-14 15:21:36,0,1,person,0.757,0,116,640,363,11.3,1
2026-08-14 15:21:36,0,8,person,0.617,0,115,637,365,11.3,1
2026-08-14 15:21:36,0,9,cell phone,0.548,372,123,246,79,11.3,1
2026-08-14 15:21:36,0,10,person,0.730,0,113,640,366,11.3,1
2026-08-14 15:21:36,0,1,person,0.841,0,15,640,465,11.2,2
2026-08-14 15:21:36,0,8,person,0.617,0,115,637,365,11.2,2
2026-08-14 15:21:36,0,9,cell phone,0.531,371,123,247,80,11.2,2
2026-08-14 15:21:36,0,10,person,0.730,0,113,640,366,11.2,2
2026-08-14 15:21:36,0,1,person,0.891,0,12,640,468,11.2,1
2026-08-14 15:21:36,0,8,person,0.617,0,115,637,365,11.2,1
2026-08-14 15:21:36,0,9,cell phone,0.531,371,123,247,80,11.2,1
2026-08-14 15:21:36,0,10,person,0.730,0,113,640,366,11.2,1
2026-08-14 15:21:36,0,1,person,0.907,0,14,640,466,11.2,1
2026-08-14 15:21:36,0,8,person,0.617,0,115,637,365,11.2,1
2026-08-14 15:21:36,0,9,cell phone,0.531,371,123,247,80,11.2,1
2026-08-14 15:21:36,0,10,person,0.730,0,113,640,366,11.2,1
2026-08-14 15:21:36,0,1,person,0.759,0,34,639,446,11.1,1
2026-08-14 15:21:36,0,8,person,0.617,0,115,637,365,11.1,1
2026-08-14 15:21:37,0,9,cell phone,0.531,371,123,247,80,11.1,1
2026-08-14 15:21:37,0,10,person,0.730,0,113,640,366,11.1,1
2026-08-14 15:21:37,0,1,person,0.852,0,20,640,460,11.1,2
2026-08-14 15:21:37,0,8,person,0.617,0,115,637,365,11.1,2
2026-08-14 15:21:37,0,9,cell phone,0.529,366,124,249,81,11.1,2
2026-08-14 15:21:37,0,1,person,0.769,0,14,638,466,11.1,1
2026-08-14 15:21:37,0,8,person,0.617,0,115,637,365,11.1,1
2026-08-14 15:21:37,0,9,cell phone,0.529,366,124,249,81,11.1,1
2026-08-14 15:21:37,0,1,person,0.760,0,22,638,458,11.1,1
2026-08-14 15:21:37,0,8,person,0.617,0,115,637,365,11.1,1
2026-08-14 15:21:37,0,9,cell phone,0.529,366,124,249,81,11.1,1
2026-08-14 15:21:37,0,1,person,0.751,0,7,639,473,11.1,1
2026-08-14 15:21:37,0,8,person,0.617,0,115,637,365,11.1,1
2026-08-14 15:21:37,0,9,cell phone,0.529,366,124,249,81,11.1,1
2026-08-14 15:21:37,0,1,person,0.746,0,4,639,476,11.1,1
2026-08-14 15:21:37,0,9,cell phone,0.529,366,124,249,81,11.1,1
2026-08-14 15:21:37,0,1,person,0.700,0,20,640,460,11.1,1
2026-08-14 15:21:37,0,9,cell phone,0.529,366,124,249,81,11.1,1
2026-08-14 15:21:37,0,1,person,0.671,0,0,640,480,11.1,1
2026-08-14 15:21:37,0,9,cell phone,0.529,366,124,249,81,11.1,1
2026-08-14 15:21:37,0,1,person,0.695,0,5,640,475,11.1,1
2026-08-14 15:21:37,0,9,cell phone,0.529,366,124,249,81,11.1,1
2026-08-14 15:21:37,0,1,person,0.690,0,0,640,480,11.1,1
2026-08-14 15:21:37,0,9,cell phone,0.529,366,124,249,81,11.1,1
2026-08-14 15:21:37,0,1,person,0.873,0,11,640,469,11.0,1
2026-08-14 15:21:37,0,9,cell phone,0.529,366,124,249,81,11.0,1
2026-08-14 15:21:37,0,1,person,0.823,0,66,639,414,11.1,1
2026-08-14 15:21:38,0,1,person,0.898,0,9,640,471,11.1,1
2026-08-14 15:21:38,0,1,person,0.813,0,38,638,442,11.1,1
2026-08-14 15:21:38,0,1,person,0.731,0,31,639,449,11.1,1
2026-08-14 15:21:38,0,1,person,0.502,0,30,640,450,11.1,1
2026-08-14 15:21:38,0,1,person,0.663,0,8,640,472,11.0,1
2026-08-14 15:21:38,0,1,person,0.649,0,0,640,480,11.0,1
2026-08-14 15:21:38,0,1,person,0.673,0,25,640,455,11.0,1
2026-08-14 15:21:38,0,1,person,0.630,0,13,640,467,11.0,1
2026-08-14 15:21:38,0,1,person,0.825,0,7,639,473,11.0,1
2026-08-14 15:21:38,0,1,person,0.923,0,14,640,466,11.1,2
2026-08-14 15:21:38,0,11,cell phone,0.554,373,127,249,78,11.1,2
2026-08-14 15:21:38,0,1,person,0.822,0,28,638,452,11.1,1
2026-08-14 15:21:38,0,11,cell phone,0.554,373,127,249,78,11.1,1
2026-08-14 15:21:39,0,1,person,0.922,0,18,640,462,11.1,2
2026-08-14 15:21:39,0,11,cell phone,0.793,378,122,253,79,11.1,2
2026-08-14 15:21:39,0,1,person,0.925,0,11,639,469,11.1,1
2026-08-14 15:21:39,0,11,cell phone,0.793,378,122,253,79,11.1,1
2026-08-14 15:21:39,0,1,person,0.615,0,9,635,461,11.1,2
2026-08-14 15:21:39,0,11,cell phone,0.793,378,122,253,79,11.1,2
2026-08-14 15:21:39,0,12,toothbrush,0.560,59,135,578,119,11.1,2
2026-08-14 15:21:39,0,1,person,0.581,0,6,638,461,11.2,2
2026-08-14 15:21:39,0,11,cell phone,0.793,378,122,253,79,11.2,2
2026-08-14 15:21:39,0,12,toothbrush,0.515,11,131,629,158,11.2,2
2026-08-14 15:21:39,0,1,person,0.648,0,7,634,444,11.2,2
2026-08-14 15:21:39,0,11,cell phone,0.793,378,122,253,79,11.2,2
2026-08-14 15:21:39,0,12,toothbrush,0.580,36,137,604,160,11.2,2
2026-08-14 15:21:39,0,1,person,0.509,0,4,640,472,11.3,3
2026-08-14 15:21:39,0,11,cell phone,0.522,367,143,273,108,11.3,3
2026-08-14 15:21:39,0,12,toothbrush,0.580,36,137,604,160,11.3,3
2026-08-14 15:21:39,0,13,person,0.838,0,2,637,478,11.3,3
2026-08-14 15:21:39,0,1,person,0.564,2,4,633,473,11.3,1
2026-08-14 15:21:39,0,11,cell phone,0.522,367,143,273,108,11.3,1
2026-08-14 15:21:39,0,12,toothbrush,0.580,36,137,604,160,11.3,1
2026-08-14 15:21:39,0,13,person,0.838,0,2,637,478,11.3,1
2026-08-14 15:21:39,0,1,person,0.847,4,4,631,476,11.3,2
2026-08-14 15:21:39,0,11,cell phone,0.625,257,144,383,96,11.3,2
2026-08-14 15:21:39,0,12,toothbrush,0.580,36,137,604,160,11.3,2
2026-08-14 15:21:39,0,13,person,0.838,0,2,637,478,11.3,2
2026-08-14 15:21:39,0,1,person,0.929,0,3,639,477,11.3,1
2026-08-14 15:21:39,0,11,cell phone,0.625,257,144,383,96,11.3,1
2026-08-14 15:21:39,0,12,toothbrush,0.580,36,137,604,160,11.3,1
2026-08-14 15:21:39,0,13,person,0.838,0,2,637,478,11.3,1
2026-08-14 15:21:39,0,1,person,0.941,0,2,640,478,11.3,2
2026-08-14 15:21:39,0,11,cell phone,0.516,370,142,270,78,11.3,2
2026-08-14 15:21:39,0,12,toothbrush,0.580,36,137,604,160,11.3,2
2026-08-14 15:21:39,0,13,person,0.838,0,2,637,478,11.3,2
2026-08-14 15:21:39,0,1,person,0.940,0,3,640,477,11.3,2
2026-08-14 15:21:39,0,11,cell phone,0.509,367,139,271,77,11.3,2
2026-08-14 15:21:39,0,12,toothbrush,0.580,36,137,604,160,11.3,2
2026-08-14 15:21:39,0,13,person,0.838,0,2,637,478,11.3,2
2026-08-14 15:21:40,0,1,person,0.885,0,1,640,479,11.3,2
2026-08-14 15:21:40,0,11,cell phone,0.576,355,135,283,79,11.3,2
2026-08-14 15:21:40,0,12,toothbrush,0.580,36,137,604,160,11.3,2
2026-08-14 15:21:40,0,13,person,0.838,0,2,637,478,11.3,2
2026-08-14 15:21:40,0,1,person,0.899,0,3,640,477,11.3,2
2026-08-14 15:21:40,0,11,cell phone,0.677,345,132,266,83,11.3,2
2026-08-14 15:21:40,0,12,toothbrush,0.580,36,137,604,160,11.3,2
2026-08-14 15:21:40,0,13,person,0.838,0,2,637,478,11.3,2
2026-08-14 15:21:40,0,1,person,0.888,0,1,634,479,11.3,2
2026-08-14 15:21:40,0,11,cell phone,0.549,335,113,260,87,11.3,2
2026-08-14 15:21:40,0,12,toothbrush,0.580,36,137,604,160,11.3,2
2026-08-14 15:21:40,0,13,person,0.838,0,2,637,478,11.3,2
2026-08-14 15:21:40,0,1,person,0.925,0,4,640,476,11.2,2
2026-08-14 15:21:40,0,11,cell phone,0.713,327,110,265,78,11.2,2
2026-08-14 15:21:40,0,13,person,0.838,0,2,637,478,11.2,2
2026-08-14 15:21:40,0,1,person,0.825,0,2,638,478,11.3,2
2026-08-14 15:21:40,0,11,cell phone,0.713,327,110,265,78,11.3,2
2026-08-14 15:21:40,0,13,person,0.668,0,1,639,479,11.3,2
2026-08-14 15:21:40,0,1,person,0.920,0,2,640,478,11.3,2
2026-08-14 15:21:40,0,11,cell phone,0.811,317,130,266,77,11.3,2
2026-08-14 15:21:40,0,13,person,0.668,0,1,639,479,11.3,2
2026-08-14 15:21:40,0,1,person,0.927,0,2,640,478,11.4,2
2026-08-14 15:21:40,0,11,cell phone,0.751,313,128,265,78,11.4,2
2026-08-14 15:21:40,0,13,person,0.668,0,1,639,479,11.4,2
2026-08-14 15:21:40,0,1,person,0.940,0,6,640,474,11.3,1
2026-08-14 15:21:40,0,11,cell phone,0.751,313,128,265,78,11.3,1
2026-08-14 15:21:40,0,13,person,0.668,0,1,639,479,11.3,1
2026-08-14 15:21:40,0,1,person,0.930,0,9,640,471,11.3,1
2026-08-14 15:21:40,0,11,cell phone,0.751,313,128,265,78,11.3,1
2026-08-14 15:21:40,0,13,person,0.668,0,1,639,479,11.3,1
2026-08-14 15:21:40,0,1,person,0.813,2,106,637,374,11.3,1
2026-08-14 15:21:40,0,11,cell phone,0.751,313,128,265,78,11.3,1
2026-08-14 15:21:40,0,13,person,0.668,0,1,639,479,11.3,1
2026-08-14 15:21:40,0,1,person,0.831,1,120,639,359,11.3,1
2026-08-14 15:21:40,0,11,cell phone,0.751,313,128,265,78,11.3,1
2026-08-14 15:21:40,0,13,person,0.668,0,1,639,479,11.3,1
2026-08-14 15:21:40,0,1,person,0.796,0,129,640,350,11.3,1
2026-08-14 15:21:40,0,11,cell phone,0.751,313,128,265,78,11.3,1
2026-08-14 15:21:40,0,13,person,0.668,0,1,639,479,11.3,1
2026-08-14 15:21:41,0,1,person,0.802,0,113,640,366,11.3,1
2026-08-14 15:21:41,0,11,cell phone,0.751,313,128,265,78,11.3,1
2026-08-14 15:21:41,0,13,person,0.668,0,1,639,479,11.3,1
2026-08-14 15:21:41,0,1,person,0.772,0,141,640,338,11.3,1
2026-08-14 15:21:41,0,11,cell phone,0.751,313,128,265,78,11.3,1
2026-08-14 15:21:41,0,13,person,0.668,0,1,639,479,11.3,1
2026-08-14 15:21:41,0,1,person,0.797,0,66,640,414,11.3,1
2026-08-14 15:21:41,0,11,cell phone,0.751,313,128,265,78,11.3,1
2026-08-14 15:21:41,0,1,person,0.543,0,96,640,384,11.3,1
2026-08-14 15:21:41,0,11,cell phone,0.751,313,128,265,78,11.3,1
2026-08-14 15:21:41,0,1,person,0.779,0,84,640,396,11.3,1
2026-08-14 15:21:41,0,1,person,0.789,0,7,640,473,11.3,1
2026-08-14 15:21:41,0,1,person,0.909,0,92,640,388,11.3,1
2026-08-14 15:21:41,0,1,person,0.901,0,104,640,376,11.3,1
2026-08-14 15:21:41,0,1,person,0.512,0,66,640,414,11.3,1
2026-08-14 15:21:41,0,1,person,0.934,0,8,624,472,11.4,1
2026-08-14 15:21:41,0,1,person,0.643,0,10,635,470,11.3,2
2026-08-14 15:21:41,0,14,person,0.847,7,11,633,469,11.3,2
2026-08-14 15:21:42,0,1,person,0.931,0,8,640,472,11.3,1
2026-08-14 15:21:42,0,14,person,0.847,7,11,633,469,11.3,1
2026-08-14 15:21:42,0,1,person,0.937,5,7,635,473,11.3,1
2026-08-14 15:21:42,0,14,person,0.847,7,11,633,469,11.3,1
2026-08-14 15:21:42,0,1,person,0.937,5,7,635,473,11.3,0
2026-08-14 15:21:42,0,14,person,0.847,7,11,633,469,11.3,0
2026-08-14 15:21:42,0,1,person,0.937,5,7,635,473,11.3,0
2026-08-14 15:21:42,0,14,person,0.847,7,11,633,469,11.3,0
2026-08-14 15:21:42,0,1,person,0.858,242,2,398,478,11.3,1
2026-08-14 15:21:42,0,14,person,0.847,7,11,633,469,11.3,1
2026-08-14 15:21:42,0,1,person,0.858,242,2,398,478,11.3,0
2026-08-14 15:21:42,0,14,person,0.847,7,11,633,469,11.3,0
2026-08-14 15:21:42,0,1,person,0.668,263,10,258,470,11.3,1
2026-08-14 15:21:42,0,14,person,0.847,7,11,633,469,11.3,1
2026-08-14 15:21:42,0,1,person,0.530,250,10,277,469,11.3,1
2026-08-14 15:21:42,0,14,person,0.847,7,11,633,469,11.3,1
2026-08-14 15:21:42,0,1,person,0.749,289,13,348,467,11.3,2
2026-08-14 15:21:42,0,14,person,0.847,7,11,633,469,11.3,2
2026-08-14 15:21:42,0,15,toothbrush,0.671,258,3,145,427,11.3,2
2026-08-14 15:21:42,0,1,person,0.733,302,17,337,463,11.4,2
2026-08-14 15:21:42,0,15,toothbrush,0.946,284,2,120,411,11.4,2
2026-08-14 15:21:42,0,1,person,0.614,28,18,611,462,11.4,1
2026-08-14 15:21:42,0,15,toothbrush,0.946,284,2,120,411,11.4,1
2026-08-14 15:21:43,0,1,person,0.718,16,19,624,461,11.4,1
2026-08-14 15:21:43,0,15,toothbrush,0.946,284,2,120,411,11.4,1
2026-08-14 15:21:43,0,1,person,0.718,16,19,624,461,11.4,0
2026-08-14 15:21:43,0,15,toothbrush,0.946,284,2,120,411,11.4,0
2026-08-14 15:21:43,0,1,person,0.718,16,19,624,461,11.4,2
2026-08-14 15:21:43,0,15,toothbrush,0.946,284,2,120,411,11.4,2
2026-08-14 15:21:43,0,16,toothbrush,0.541,188,1,91,438,11.4,2
2026-08-14 15:21:43,0,17,toothbrush,0.510,185,169,94,261,11.4,2
2026-08-14 15:21:43,0,1,person,0.718,16,19,624,461,11.4,0
2026-08-14 15:21:43,0,15,toothbrush,0.946,284,2,120,411,11.4,0
2026-08-14 15:21:43,0,16,toothbrush,0.541,188,1,91,438,11.4,0
2026-08-14 15:21:43,0,17,toothbrush,0.510,185,169,94,261,11.4,0
2026-08-14 15:21:43,0,1,person,0.508,25,23,610,457,11.3,2
2026-08-14 15:21:43,0,15,toothbrush,0.946,284,2,120,411,11.3,2
2026-08-14 15:21:43,0,16,toothbrush,0.925,123,0,109,436,11.3,2
2026-08-14 15:21:43,0,17,toothbrush,0.510,185,169,94,261,11.3,2
2026-08-14 15:21:43,0,1,person,0.508,25,23,610,457,11.3,0
2026-08-14 15:21:43,0,15,toothbrush,0.946,284,2,120,411,11.3,0
2026-08-14 15:21:43,0,16,toothbrush,0.925,123,0,109,436,11.3,0
2026-08-14 15:21:43,0,17,toothbrush,0.510,185,169,94,261,11.3,0
2026-08-14 15:21:43,0,1,person,0.508,25,23,610,457,11.3,0
2026-08-14 15:21:43,0,15,toothbrush,0.946,284,2,120,411,11.3,0
2026-08-14 15:21:43,0,16,toothbrush,0.925,123,0,109,436,11.3,0
2026-08-14 15:21:43,0,17,toothbrush,0.510,185,169,94,261,11.3,0
2026-08-14 15:21:43,0,1,person,0.508,25,23,610,457,11.3,0
2026-08-14 15:21:43,0,15,toothbrush,0.946,284,2,120,411,11.3,0
2026-08-14 15:21:43,0,16,toothbrush,0.925,123,0,109,436,11.3,0
2026-08-14 15:21:43,0,17,toothbrush,0.510,185,169,94,261,11.3,0
2026-08-14 15:21:43,0,1,person,0.508,25,23,610,457,11.3,0
2026-08-14 15:21:43,0,16,toothbrush,0.925,123,0,109,436,11.3,0
2026-08-14 15:21:43,0,17,toothbrush,0.510,185,169,94,261,11.3,0
2026-08-14 15:21:43,0,1,person,0.508,25,23,610,457,11.3,0
2026-08-14 15:21:43,0,16,toothbrush,0.925,123,0,109,436,11.3,0
2026-08-14 15:21:43,0,17,toothbrush,0.510,185,169,94,261,11.3,0
2026-08-14 15:21:43,0,1,person,0.508,25,23,610,457,11.3,1
2026-08-14 15:21:43,0,16,toothbrush,0.925,123,0,109,436,11.3,1
2026-08-14 15:21:43,0,17,toothbrush,0.510,185,169,94,261,11.3,1
2026-08-14 15:21:43,0,18,toothbrush,0.579,268,166,89,282,11.3,1
2026-08-14 15:21:44,0,1,person,0.508,25,23,610,457,11.3,0
2026-08-14 15:21:44,0,16,toothbrush,0.925,123,0,109,436,11.3,0
2026-08-14 15:21:44,0,17,toothbrush,0.510,185,169,94,261,11.3,0
2026-08-14 15:21:44,0,18,toothbrush,0.579,268,166,89,282,11.3,0
2026-08-14 15:21:44,0,1,person,0.572,62,22,575,458,11.3,1
2026-08-14 15:21:44,0,16,toothbrush,0.925,123,0,109,436,11.3,1
2026-08-14 15:21:44,0,18,toothbrush,0.579,268,166,89,282,11.3,1
2026-08-14 15:21:44,0,1,person,0.572,62,22,575,458,11.2,0
2026-08-14 15:21:44,0,16,toothbrush,0.925,123,0,109,436,11.2,0
2026-08-14 15:21:44,0,18,toothbrush,0.579,268,166,89,282,11.2,0
2026-08-14 15:21:44,0,1,person,0.599,8,23,627,457,11.2,2
2026-08-14 15:21:44,0,18,toothbrush,0.579,268,166,89,282,11.2,2
2026-08-14 15:21:44,0,19,toothbrush,0.654,195,0,121,401,11.2,2
2026-08-14 15:21:44,0,1,person,0.599,8,23,627,457,11.2,1
2026-08-14 15:21:44,0,18,toothbrush,0.579,268,166,89,282,11.2,1
2026-08-14 15:21:44,0,19,toothbrush,0.629,177,128,84,251,11.2,1
2026-08-14 15:21:44,0,1,person,0.599,8,23,627,457,11.2,0
2026-08-14 15:21:44,0,18,toothbrush,0.579,268,166,89,282,11.2,0
2026-08-14 15:21:44,0,19,toothbrush,0.629,177,128,84,251,11.2,0
2026-08-14 15:21:44,0,1,person,0.599,8,23,627,457,11.2,0
2026-08-14 15:21:44,0,18,toothbrush,0.579,268,166,89,282,11.2,0
2026-08-14 15:21:44,0,19,toothbrush,0.629,177,128,84,251,11.2,0
2026-08-14 15:21:44,0,1,person,0.599,8,23,627,457,11.2,0
2026-08-14 15:21:44,0,18,toothbrush,0.579,268,166,89,282,11.2,0
2026-08-14 15:21:44,0,19,toothbrush,0.629,177,128,84,251,11.2,0
2026-08-14 15:21:44,0,1,person,0.593,3,24,637,456,11.2,1
2026-08-14 15:21:44,0,18,toothbrush,0.579,268,166,89,282,11.2,1
2026-08-14 15:21:44,0,19,toothbrush,0.629,177,128,84,251,11.2,1
2026-08-14 15:21:44,0,1,person,0.593,3,24,637,456,11.2,1
