时间,摄像头编号,追踪ID,类别名称,置信度,坐标X,坐标Y,框宽W,框高H,帧率,目标总数
2026-08-14 15:21:16,0,2,cell phone,0.718,131,94,204,187,12.4,2
2026-08-14 15:21:16,0,1,person,0.956,0,17,636,463,12.4,2
2026-08-14 15:21:16,0,2,cell phone,0.590,130,94,204,187,12.4,2
2026-08-14 15:21:16,0,1,person,0.935,0,16,638,464,12.3,2
2026-08-14 15:21:16,0,2,cell phone,0.532,128,94,205,187,12.3,2
2026-08-14 15:21:16,0,1,person,0.933,0,15,638,465,12.3,2
2026-08-14 15:21:16,0,2,cell phone,0.615,123,92,209,188,12.3,2
2026-08-14 15:21:16,0,1,person,0.814,3,16,636,464,12.3,1
2026-08-14 15:21:16,0,2,cell phone,0.615,123,92,209,188,12.3,1
2026-08-14 15:21:16,0,1,person,0.924,5,16,634,464,12.3,1
2026-08-14 15:21:16,0,2,cell phone,0.615,123,92,209,188,12.3,1
2026-08-14 15:21:16,0,1,person,0.926,5,18,633,462,12.4,2
2026-08-14 15:21:16,0,2,cell phone,0.527,125,90,208,192,12.4,2
2026-08-14 15:21:16,0,1,person,0.927,2,16,635,464,12.5,2
2026-08-14 15:21:16,0,2,cell phone,0.689,126,92,209,194,12.5,2
2026-08-14 15:21:16,0,1,person,0.934,2,14,636,466,12.4,1
2026-08-14 15:21:16,0,2,cell phone,0.689,126,92,209,194,12.4,1
2026-08-14 15:21:16,0,1,person,0.939,2,15,636,465,12.4,1
2026-08-14 15:21:16,0,2,cell phone,0.689,126,92,209,194,12.4,1
2026-08-14 15:21:16,0,1,person,0.937,3,16,634,464,12.5,1
2026-08-14 15:21:16,0,2,cell phone,0.689,126,92,209,194,12.5,1
2026-08-14 15:21:16,0,1,person,0.937,3,16,635,464,12.6,1
2026-08-14 15:21:16,0,2,cell phone,0.689,126,92,209,194,12.6,1
2026-08-14 15:21:16,0,1,person,0.914,4,15,635,465,12.7,1
2026-08-14 15:21:16,0,2,cell phone,0.689,126,92,209,194,12.7,1
2026-08-14 15:21:16,0,1,person,0.936,4,15,635,465,12.8,1
2026-08-14 15:21:16,0,2,cell phone,0.689,126,92,209,194,12.8,1
2026-08-14 15:21:17,0,1,person,0.941,1,15,638,465,12.8,1
2026-08-14 15:21:17,0,2,cell phone,0.689,126,92,209,194,12.8,1
2026-08-14 15:21:17,0,1,person,0.952,2,14,636,466,12.9,1
2026-08-14 15:21:17,0,2,cell phone,0.689,126,92,209,194,12.9,1
2026-08-14 15:21:17,0,1,person,0.942,0,13,640,467,12.9,1
2026-08-14 15:21:17,0,2,cell phone,0.689,126,92,209,194,12.9,1
2026-08-14 15:21:17,0,1,person,0.943,0,14,638,466,13.0,1
2026-08-14 15:21:17,0,1,person,0.943,0,13,639,467,13.1,1
2026-08-14 15:21:17,0,1,person,0.944,0,14,639,466,13.1,1
2026-08-14 15:21:17,0,1,person,0.943,0,15,639,465,13.3,1
2026-08-14 15:21:17,0,1,person,0.944,0,16,639,464,13.4,1
2026-08-14 15:21:17,0,1,person,0.944,0,14,640,466,13.5,1
2026-08-14 15:21:17,0,1,person,0.959,0,18,639,462,13.5,1
2026-08-14 15:21:17,0,1,person,0.959,0,17,639,463,13.5,1
2026-08-14 15:21:17,0,1,person,0.955,0,14,639,466,13.6,1
2026-08-14 15:21:17,0,1,person,0.957,0,16,640,464,13.6,1
2026-08-14 15:21:18,0,1,person,0.954,0,16,639,464,13.6,1
2026-08-14 15:21:18,0,1,person,0.953,0,15,639,465,13.6,1
2026-08-14 15:21:18,0,1,person,0.944,0,14,636,466,13.6,1
2026-08-14 15:21:18,0,1,person,0.950,0,14,640,466,13.5,1
2026-08-14 15:21:18,0,1,person,0.959,0,15,640,465,13.6,1
2026-08-14 15:21:18,0,1,person,0.943,0,15,640,465,13.6,1
2026-08-14 15:21:18,0,1,person,0.914,2,14,637,466,13.6,1
2026-08-14 15:21:18,0,1,person,0.914,2,14,637,466,13.6,0
2026-08-14 15:21:18,0,1,person,0.801,1,13,636,467,13.6,2
2026-08-14 15:21:18,0,3,cup,0.594,141,199,303,248,13.6,2
2026-08-14 15:21:18,0,1,person,0.947,0,12,640,468,13.6,1
2026-08-14 15:21:18,0,3,cup,0.594,141,199,303,248,13.6,1
2026-08-14 15:21:18,0,1,person,0.693,0,17,635,463,13.6,1
2026-08-14 15:21:18,0,3,cup,0.594,141,199,303,248,13.6,1
2026-08-14 15:21:18,0,1,person,0.955,0,14,640,466,13.5,1
2026-08-14 15:21:18,0,3,cup,0.594,141,199,303,248,13.5,1
2026-08-14 15:21:18,0,1,person,0.953,0,12,640,468,13.6,1
2026-08-14 15:21:18,0,3,cup,0.594,141,199,303,248,13.6,1
2026-08-14 15:21:18,0,1,person,0.951,0,13,640,467,13.5,1
2026-08-14 15:21:18,0,3,cup,0.594,141,199,303,248,13.5,1
2026-08-14 15:21:19,0,1,person,0.949,0,14,640,466,13.5,1
2026-08-14 15:21:19,0,3,cup,0.594,141,199,303,248,13.5,1
2026-08-14 15:21:19,0,1,person,0.946,0,13,640,467,13.5,1
2026-08-14 15:21:19,0,3,cup,0.594,141,199,303,248,13.5,1
2026-08-14 15:21:19,0,1,person,0.878,0,16,640,464,13.5,1
2026-08-14 15:21:19,0,3,cup,0.594,141,199,303,248,13.5,1
2026-08-14 15:21:19,0,1,person,0.944,0,11,638,469,13.5,1
2026-08-14 15:21:19,0,3,cup,0.594,141,199,303,248,13.5,1
2026-08-14 15:21:19,0,1,person,0.691,0,13,640,467,13.5,1
2026-08-14 15:21:19,0,1,person,0.936,0,14,640,466,13.6,1
2026-08-14 15:21:19,0,1,person,0.944,0,13,640,467,13.6,1
2026-08-14 15:21:19,0,1,person,0.923,0,7,640,473,13.6,1
2026-08-14 15:21:19,0,1,person,0.862,2,1,636,479,13.6,1
2026-08-14 15:21:19,0,1,person,0.934,0,9,634,471,13.6,1
2026-08-14 15:21:19,0,1,person,0.917,0,10,603,470,13.5,2
2026-08-14 15:21:19,0,4,cup,0.776,381,299,233,180,13.5,2
2026-08-14 15:21:19,0,1,person,0.933,3,9,629,471,13.5,1
2026-08-14 15:21:19,0,4,cup,0.776,381,299,233,180,13.5,1
2026-08-14 15:21:19,0,1,person,0.906,3,0,637,480,13.5,1
2026-08-14 15:21:19,0,4,cup,0.776,381,299,233,180,13.5,1
2026-08-14 15:21:20,0,1,person,0.933,0,11,638,469,13.5,1
2026-08-14 15:21:20,0,4,cup,0.776,381,299,233,180,13.5,1
2026-08-14 15:21:20,0,1,person,0.940,0,12,640,468,13.5,1
2026-08-14 15:21:20,0,4,cup,0.776,381,299,233,180,13.5,1
2026-08-14 15:21:20,0,1,person,0.933,0,13,640,467,13.5,1
2026-08-14 15:21:20,0,4,cup,0.776,381,299,233,180,13.5,1
2026-08-14 15:21:20,0,1,person,0.920,0,13,635,467,13.5,1
2026-08-14 15:21:20,0,4,cup,0.776,381,299,233,180,13.5,1
2026-08-14 15:21:20,0,1,person,0.932,0,13,640,467,13.5,1
2026-08-14 15:21:20,0,4,cup,0.776,381,299,233,180,13.5,1
2026-08-14 15:21:20,0,1,person,0.914,0,13,631,467,13.5,1
2026-08-14 15:21:20,0,4,cup,0.776,381,299,233,180,13.5,1
2026-08-14 15:21:20,0,1,person,0.934,0,13,640,467,13.5,1
2026-08-14 15:21:20,0,4,cup,0.776,381,299,233,180,13.5,1
2026-08-14 15:21:20,0,1,person,0.939,0,13,640,467,13.5,1
2026-08-14 15:21:20,0,1,person,0.933,0,12,640,468,13.5,1
2026-08-14 15:21:20,0,1,person,0.944,0,12,640,468,13.5,1
2026-08-14 15:21:20,0,1,person,0.933,0,12,637,468,13.5,1
2026-08-14 15:21:20,0,1,person,0.767,0,0,636,480,13.5,1
2026-08-14 15:21:20,0,1,person,0.921,4,9,624,471,13.5,1
2026-08-14 15:21:20,0,1,person,0.909,0,11,635,469,13.5,1
2026-08-14 15:21:21,0,1,person,0.933,1,10,636,470,13.6,1
2026-08-14 15:21:21,0,1,person,0.941,0,9,634,471,13.6,1
2026-08-14 15:21:21,0,1,person,0.687,4,7,560,470,13.6,1
2026-08-14 15:21:21,0,1,person,0.926,0,5,639,475,13.6,1
2026-08-14 15:21:21,0,1,person,0.911,0,12,635,468,13.5,1
2026-08-14 15:21:21,0,1,person,0.930,0,12,640,468,13.5,1
2026-08-14 15:21:21,0,1,person,0.927,0,12,640,468,13.5,1
2026-08-14 15:21:21,0,1,person,0.928,0,12,640,468,13.5,1
2026-08-14 15:21:21,0,1,person,0.921,0,12,635,468,13.5,1
2026-08-14 15:21:21,0,1,person,0.937,0,12,640,468,13.4,1
2026-08-14 15:21:21,0,1,person,0.931,0,11,640,469,13.4,1
2026-08-14 15:21:21,0,1,person,0.933,0,11,640,469,13.4,1
2026-08-14 15:21:21,0,1,person,0.934,0,11,639,469,13.4,1
2026-08-14 15:21:22,0,1,person,0.915,0,8,636,472,13.4,1
2026-08-14 15:21:22,0,1,person,0.617,0,0,553,480,13.5,1
2026-08-14 15:21:22,0,1,person,0.817,34,8,577,472,13.5,1
2026-08-14 15:21:22,0,1,person,0.905,0,9,604,471,13.4,2
2026-08-14 15:21:22,0,5,cup,0.560,346,212,253,265,13.4,2
2026-08-14 15:21:22,0,1,person,0.710,18,8,622,472,13.4,1
2026-08-14 15:21:22,0,5,cup,0.560,346,212,253,265,13.4,1
2026-08-14 15:21:22,0,1,person,0.834,0,0,637,480,13.5,1
2026-08-14 15:21:22,0,5,cup,0.560,346,212,253,265,13.5,1
2026-08-14 15:21:22,0,1,person,0.949,0,11,640,469,13.5,1
2026-08-14 15:21:22,0,5,cup,0.560,346,212,253,265,13.5,1
2026-08-14 15:21:22,0,1,person,0.940,0,13,640,467,13.5,1
2026-08-14 15:21:22,0,5,cup,0.560,346,212,253,265,13.5,1
2026-08-14 15:21:22,0,1,person,0.940,0,14,640,466,13.4,1
2026-08-14 15:21:22,0,5,cup,0.560,346,212,253,265,13.4,1
2026-08-14 15:21:22,0,1,person,0.936,0,13,640,467,13.4,1
2026-08-14 15:21:22,0,5,cup,0.560,346,212,253,265,13.4,1
2026-08-14 15:21:22,0,1,person,0.929,0,13,640,467,13.4,1
2026-08-14 15:21:22,0,5,cup,0.560,346,212,253,265,13.4,1
2026-08-14 15:21:22,0,1,person,0.935,0,11,640,469,13.4,1
2026-08-14 15:21:22,0,5,cup,0.560,346,212,253,265,13.4,1
2026-08-14 15:21:22,0,1,person,0.938,0,12,640,468,13.4,1
2026-08-14 15:21:22,0,5,cup,0.560,346,212,253,265,13.4,1
2026-08-14 15:21:23,0,1,person,0.919,0,11,637,469,13.4,1
2026-08-14 15:21:23,0,1,person,0.942,0,11,640,469,13.4,1
2026-08-14 15:21:23,0,1,person,0.943,0,11,640,469,13.4,1
2026-08-14 15:21:23,0,1,person,0.920,0,8,639,472,13.4,1
2026-08-14 15:21:23,0,1,person,0.920,0,8,639,472,13.3,0
2026-08-14 15:21:23,0,1,person,0.864,0,9,594,471,13.3,1
2026-08-14 15:21:23,0,1,person,0.906,1,10,611,470,13.3,1
2026-08-14 15:21:23,0,1,person,0.539,4,10,570,467,13.4,1
2026-08-14 15:21:23,0,1,person,0.929,0,3,640,477,13.4,1
2026-08-14 15:21:23,0,1,person,0.934,0,11,640,469,13.4,1
2026-08-14 15:21:23,0,1,person,0.935,0,12,640,468,13.4,1
2026-08-14 15:21:23,0,1,person,0.927,0,12,640,468,13.4,1
2026-08-14 15:21:23,0,1,person,0.898,0,12,637,468,13.5,1
2026-08-14 15:21:23,0,1,person,0.922,0,11,639,469,13.4,1
2026-08-14 15:21:24,0,1,person,0.926,0,11,640,469,13.4,1
2026-08-14 15:21:24,0,1,person,0.941,0,11,640,469,13.4,1
2026-08-14 15:21:24,0,1,person,0.947,0,10,640,470,13.4,1
2026-08-14 15:21:24,0,1,person,0.948,0,7,640,473,13.4,1
2026-08-14 15:21:24,0,1,person,0.943,0,7,640,473,13.4,1
2026-08-14 15:21:24,0,1,person,0.931,3,7,637,473,13.4,1
2026-08-14 15:21:24,0,1,person,0.930,0,6,640,474,13.4,1
2026-08-14 15:21:24,0,1,person,0.933,3,5,637,475,13.3,1
2026-08-14 15:21:24,0,1,person,0.929,2,5,638,475,13.3,1
2026-08-14 15:21:24,0,1,person,0.947,1,7,639,473,13.3,1
2026-08-14 15:21:24,0,1,person,0.947,1,7,639,473,13.3,0
2026-08-14 15:21:24,0,1,person,0.929,1,5,639,475,13.3,1
2026-08-14 15:21:24,0,1,person,0.927,1,5,639,475,13.3,1
2026-08-14 15:21:25,0,1,person,0.909,4,5,636,475,13.3,1
2026-08-14 15:21:25,0,1,person,0.931,3,5,637,475,13.3,1
2026-08-14 15:21:25,0,1,person,0.932,1,4,639,476,13.4,1
2026-08-14 15:21:25,0,1,person,0.922,4,7,636,473,13.3,1
2026-08-14 15:21:25,0,1,person,0.923,6,6,634,474,13.3,1
2026-08-14 15:21:25,0,1,person,0.946,5,7,635,473,13.3,1
2026-08-14 15:21:25,0,1,person,0.945,0,7,640,473,13.3,1
2026-08-14 15:21:25,0,1,person,0.948,0,8,640,472,13.3,1
2026-08-14 15:21:25,0,1,person,0.938,0,6,640,474,13.3,1
2026-08-14 15:21:25,0,1,person,0.940,0,7,640,473,13.3,1
2026-08-14 15:21:25,0,1,person,0.941,0,8,640,472,13.3,1
2026-08-14 15:21:25,0,1,person,0.955,0,8,640,472,13.2,1
2026-08-14 15:21:25,0,1,person,0.947,0,4,640,476,13.2,1
2026-08-14 15:21:26,0,1,person,0.939,0,1,630,479,13.2,1
2026-08-14 15:21:26,0,1,person,0.944,0,0,636,480,13.2,1
2026-08-14 15:21:26,0,1,person,0.947,0,1,631,479,13.2,1
2026-08-14 15:21:26,0,1,person,0.949,0,4,634,476,13.2,1
2026-08-14 15:21:26,0,1,person,0.956,0,4,638,476,13.2,1
2026-08-14 15:21:26,0,1,person,0.954,0,6,638,474,13.2,1
2026-08-14 15:21:26,0,1,person,0.957,0,8,638,472,13.2,1
2026-08-14 15:21:26,0,1,person,0.956,0,8,636,472,13.2,1
2026-08-14 15:21:26,0,1,person,0.956,0,8,634,472,13.2,1
2026-08-14 15:21:26,0,1,person,0.957,1,10,636,470,13.1,1
2026-08-14 15:21:26,0,1,person,0.957,0,10,639,470,13.2,1
2026-08-14 15:21:26,0,1,person,0.945,0,7,634,473,13.2,1
2026-08-14 15:21:26,0,1,person,0.938,0,4,640,476,13.2,1
2026-08-14 15:21:26,0,1,person,0.923,0,7,640,473,13.3,1
2026-08-14 15:21:27,0,1,person,0.933,0,5,640,475,13.2,1
2026-08-14 15:21:27,0,1,person,0.948,0,5,640,475,13.2,1
2026-08-14 15:21:27,0,1,person,0.951,0,22,640,458,13.2,1
2026-08-14 15:21:27,0,1,person,0.952,0,24,640,456,13.2,1
2026-08-14 15:21:27,0,1,person,0.950,0,21,640,459,13.3,1
2026-08-14 15:21:27,0,1,person,0.943,0,23,640,457,13.2,1
2026-08-14 15:21:27,0,1,person,0.941,0,26,640,454,13.3,1
2026-08-14 15:21:27,0,1,person,0.949,0,26,640,454,13.3,1
2026-08-14 15:21:27,0,1,person,0.953,0,22,640,458,13.3,1
2026-08-14 15:21:27,0,1,person,0.949,0,24,640,456,13.3,1
2026-08-14 15:21:27,0,1,person,0.939,0,26,639,454,13.3,1
2026-08-14 15:21:27,0,1,person,0.944,0,22,639,458,13.3,1
2026-08-14 15:21:27,0,1,person,0.957,0,24,640,456,13.3,1
2026-08-14 15:21:28,0,1,person,0.947,0,27,639,453,13.3,1
2026-08-14 15:21:28,0,1,person,0.950,0,28,640,452,13.4,1
2026-08-14 15:21:28,0,1,person,0.953,0,24,640,456,13.4,1
2026-08-14 15:21:28,0,1,person,0.956,0,25,640,455,13.4,1
2026-08-14 15:21:28,0,1,person,0.949,0,28,640,452,13.4,1
2026-08-14 15:21:28,0,1,person,0.944,0,29,640,451,13.4,1
2026-08-14 15:21:28,0,1,person,0.947,0,29,640,451,13.3,1
2026-08-14 15:21:28,0,1,person,0.955,0,30,640,450,13.2,1
2026-08-14 15:21:28,0,1,person,0.924,0,33,636,447,13.2,1
2026-08-14 15:21:28,0,1,person,0.952,0,28,640,452,13.1,1
2026-08-14 15:21:28,0,1,person,0.948,0,29,640,451,13.1,1
2026-08-14 15:21:28,0,1,person,0.957,0,31,640,449,13.0,1
2026-08-14 15:21:29,0,1,person,0.958,0,29,640,451,13.0,1
2026-08-14 15:21:29,0,1,person,0.949,1,26,639,453,12.9,1
2026-08-14 15:21:29,0,1,person,0.955,0,27,640,453,12.9,1
2026-08-14 15:21:29,0,1,person,0.937,0,24,640,456,12.8,1
2026-08-14 15:21:29,0,1,person,0.937,0,22,640,458,12.7,1
2026-08-14 15:21:29,0,1,person,0.946,2,22,638,458,12.7,1
2026-08-14 15:21:29,0,1,person,0.848,2,21,628,459,12.6,1
2026-08-14 15:21:29,0,1,person,0.929,0,16,639,464,12.6,1
2026-08-14 15:21:29,0,1,person,0.930,0,20,639,460,12.6,1
2026-08-14 15:21:29,0,1,person,0.945,0,20,640,460,12.5,1
2026-08-14 15:21:29,0,1,person,0.951,0,17,640,463,12.4,1
2026-08-14 15:21:29,0,1,person,0.946,1,16,639,464,12.4,1
2026-08-14 15:21:30,0,1,person,0.942,0,23,640,457,12.3,1
2026-08-14 15:21:30,0,1,person,0.954,0,21,640,459,12.3,1
2026-08-14 15:21:30,0,1,person,0.953,1,20,639,460,12.3,1
2026-08-14 15:21:30,0,1,person,0.951,0,22,640,458,12.2,1
2026-08-14 15:21:30,0,1,person,0.946,0,23,639,457,12.2,1
